date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,unique_key,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2015-06-12 00:00:00+00,13:50:00,,,,,EAST HOUSTON STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238467,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-12 00:00:00+00,13:50:00,MANHATTAN,10017,40.7536248,-73.9694324,2 AVENUE,EAST 48 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3238509,SPORT UTILITY / STATION WAGON,TAXI,,,
2015-06-12 00:00:00+00,13:45:00,MANHATTAN,10030,40.8153057,-73.9436997,WEST 135 STREET,7 AVENUE,,1,0,0,0,0,0,1,0,Outside Car Distraction,Outside Car Distraction,,,,3244789,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:45:00,,,,,PARK AVENUE,CARLTON AVENUE,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,3238825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:44:00,MANHATTAN,10027,40.8133899,-73.9562587,WEST 125 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3239190,OTHER,UNKNOWN,,,
2015-06-12 00:00:00+00,13:40:00,BROOKLYN,11207,40.6511499,-73.8900044,FLATLANDS AVENUE,LOUISIANA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238772,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:37:00,QUEENS,11354,40.7607946,-73.8307426,MAIN STREET,38 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:35:00,QUEENS,11368,40.7433326,-73.8549515,52 AVENUE,108 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3238992,OTHER,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:33:00,MANHATTAN,10040,40.8555821,-73.9342669,BENNETT AVENUE,WEST 189 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238593,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,13:30:00,BROOKLYN,11220,40.64992,-74.0122563,46 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3238757,UNKNOWN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
2015-06-12 00:00:00+00,13:25:00,QUEENS,11418,40.6985865,-73.8141814,ARCHER AVENUE,VAN WYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Lost Consciousness,,,,3238874,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:25:00,QUEENS,11413,40.6501546,-73.7566776,,,P/L 230-59 ROCKAWAY BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238915,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:25:00,MANHATTAN,10022,40.7615508,-73.9665842,EAST 59 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3238508,PASSENGER VEHICLE,VAN,,,
2015-06-12 00:00:00+00,13:19:00,QUEENS,11385,40.6995202,-73.9011839,GEORGE STREET,SENECA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238884,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-12 00:00:00+00,13:15:00,BROOKLYN,11235,40.5757147,-73.9630091,BRIGHTWATER COURT,BRIGHTON 4 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3239315,PASSENGER VEHICLE,MOTORCYCLE,,,
2015-06-12 00:00:00+00,13:04:00,STATEN ISLAND,10306,40.5687634,-74.1114832,ROSS AVENUE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3239082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:00:00,,,,,,,PARKING LOT OF 67-18 PARSONS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3240240,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:00:00,,,,,CROSS BAY PARKWAY,BEACH 95 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,13:00:00,QUEENS,11354,40.7639417,-73.8281463,UNION STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3238974,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,13:00:00,BROOKLYN,11225,40.6613872,-73.9536154,LINCOLN ROAD,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3238749,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,13:00:00,BRONX,10461,40.8432141,-73.838936,WATERS PLACE,FINK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238660,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:55:00,QUEENS,11418,40.6936569,-73.8397877,90 AVENUE,107 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238867,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:54:00,QUEENS,11422,40.6356423,-73.7401207,ROCKAWAY BOULEVARD,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:50:00,BROOKLYN,11218,40.6472977,-73.9802919,MC DONALD AVENUE,CATON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238739,VAN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:45:00,MANHATTAN,10007,40.7171751,-74.0128675,CHAMBERS STREET,WEST STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Lost Consciousness,,,,3238452,TAXI,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:40:00,QUEENS,11423,40.7134368,-73.7611864,198 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238873,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:30:00,BROOKLYN,11207,40.6573161,-73.8886319,STANLEY AVENUE,NEW JERSEY AVENUE,,6,0,0,0,0,0,6,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3238777,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-12 00:00:00+00,12:30:00,QUEENS,11420,40.6756229,-73.8154026,122 PLACE,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238921,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,12:30:00,MANHATTAN,10026,40.8057259,-73.9544143,8 AVENUE,WEST 118 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3238580,PASSENGER VEHICLE,TAXI,,,
2015-06-12 00:00:00+00,12:30:00,MANHATTAN,10021,40.7681193,-73.9588624,EAST 71 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3238540,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:30:00,BROOKLYN,11206,40.6997084,-73.9571664,BEDFORD AVENUE,WALLABOUT STREET,,0,0,0,0,0,0,0,0,,,,,,3238833,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,12:30:00,BROOKLYN,11205,40.6932287,-73.9678445,MYRTLE AVENUE,WAVERLY AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3238823,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,12:20:00,QUEENS,11422,40.6355462,-73.7400995,,,P/L 254-04 ROCKAWAY BLVD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238914,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:20:00,BROOKLYN,11231,40.6717252,-73.9996215,SMITH STREET,CREAMER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238786,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:15:00,QUEENS,11374,40.7118451,-73.8597598,WOODHAVEN BOULEVARD,METRO AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238883,SPORT UTILITY / STATION WAGON,VAN,,,
2015-06-12 00:00:00+00,12:14:00,BROOKLYN,11216,40.6716376,-73.950335,SAINT JOHNS PLACE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238792,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:13:00,,,,,BOWERY,BROOME STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,3238458,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,12:10:00,,,,,HAMILTON AVENUE,WEST 9 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3243619,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,12:10:00,BROOKLYN,11236,40.6431584,-73.917951,EAST 83 STREET,CHASE COURT,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3240018,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2015-06-12 00:00:00+00,12:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244884,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-12 00:00:00+00,12:00:00,BROOKLYN,11211,40.7131061,-73.9514656,UNION AVENUE,DEVOE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238837,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-12 00:00:00+00,12:00:00,BROOKLYN,11205,40.6938611,-73.9622115,EMERSON PLACE,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3238822,VAN,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,11:50:00,BROOKLYN,11207,40.6847992,-73.9137966,COVERT STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238810,VAN,UNKNOWN,,,
2015-06-12 00:00:00+00,11:40:00,MANHATTAN,10011,40.7476892,-74.0041684,10 AVENUE,WEST 23 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238476,TAXI,TAXI,,,
2015-06-12 00:00:00+00,11:40:00,MANHATTAN,10001,40.7522181,-73.9994261,LINCOLN TUNNEL APPROACH,WEST 31 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238477,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:38:00,STATEN ISLAND,10306,40.5721,-74.1282375,CRANFORD AVENUE,HITCHCOCK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3239078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:30:00,QUEENS,11040,40.7522272,-73.7038653,77 ROAD,271 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3238906,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:30:00,,,40.7688772,-73.9489716,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238539,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:30:00,MANHATTAN,10012,40.7245509,-74.0019338,WEST BROADWAY,SPRING STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3238450,VAN,,,,
2015-06-12 00:00:00+00,11:30:00,BROOKLYN,11215,40.672256,-73.9804179,2 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3239446,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-12 00:00:00+00,11:25:00,QUEENS,11354,40.7627685,-73.8348673,COLLINS PLACE,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3238968,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:23:00,,,,,EAST 120 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238571,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,11:20:00,QUEENS,11691,40.6015838,-73.7408907,OAK DRIVE,READS LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238858,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,11:20:00,MANHATTAN,10022,40.7573816,-73.9667018,EAST 54 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3238504,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,11:15:00,MANHATTAN,10026,40.8000308,-73.9548552,WEST 111 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3238579,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:11:00,MANHATTAN,10023,40.7784761,-73.9854489,WEST 70 STREET,WEST END AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3238554,VAN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:10:00,BROOKLYN,11205,40.6965716,-73.9584342,PARK AVENUE,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3238797,AMBULANCE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2015-06-12 00:00:00+00,11:06:00,STATEN ISLAND,10309,40.5223655,-74.2167331,AMBOY ROAD,PENTON STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3239084,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:05:00,,,40.8323238,-73.8739391,,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3238616,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:05:00,MANHATTAN,10024,40.7843547,-73.9811649,WEST END AVENUE,WEST 79 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238553,OTHER,SMALL COM VEH(4 TIRES),,,
2015-06-12 00:00:00+00,11:00:00,STATEN ISLAND,10301,40.6446634,-74.0984646,RICHMOND TERRACE,CLINTON AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3239065,MOTORCYCLE,,,,
2015-06-12 00:00:00+00,11:00:00,,,40.7918422,-73.8235187,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3238973,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,11:00:00,,,,,MONITOR STREET,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238843,OTHER,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:00:00,QUEENS,11433,40.7038345,-73.7784896,180 STREET,106 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3240170,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,10:50:00,MANHATTAN,10075,40.7729662,-73.9582565,EAST 77 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3238533,VAN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:45:00,,,40.7842026,-73.9422047,,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3238537,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-12 00:00:00+00,10:45:00,BROOKLYN,11211,40.7089041,-73.9592525,BROADWAY,HAVEMEYER STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3238834,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,10:45:00,MANHATTAN,10036,40.762025,-74.0011515,JOE DIMAGGIO HIGHWAY,TIANANMEN SQUARE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238478,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:45:00,MANHATTAN,10031,40.8302425,-73.9496891,RIVERSIDE DRIVE,WEST 150 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238584,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:38:00,BROOKLYN,11249,40.6981895,-73.9618989,CLASSON AVENUE,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3238836,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),VAN,,
2015-06-12 00:00:00+00,10:35:00,QUEENS,11433,40.7045849,-73.7848493,LIBERTY AVENUE,173 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238872,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:35:00,QUEENS,11433,40.688917,-73.7949963,111 AVENUE,153 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3239029,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
2015-06-12 00:00:00+00,10:33:00,BROOKLYN,11212,40.6747246,-73.9052403,POWELL STREET,EAST NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238760,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,10:31:00,,,,,DYRE AVENUE,LIGHT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238642,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:30:00,BROOKLYN,11237,40.7032389,-73.9261399,TROUTMAN STREET,KNICKERBOCKER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3238809,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,10:30:00,QUEENS,11357,40.7888417,-73.8138031,14 AVENUE,150 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3238972,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,10:30:00,BROOKLYN,11204,40.6226147,-73.986668,18 AVENUE,59 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238711,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,10:29:00,,,40.7170219,-73.830499,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3239015,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:28:00,MANHATTAN,10007,40.7152372,-74.0133794,MURRAY STREET,WEST STREET,,1,0,1,0,0,0,0,0,Unsafe Lane Changing,,,,,3238449,BUS,,,,
2015-06-12 00:00:00+00,10:26:00,,,,,TRANTOR PLACE,HOOKER PLACE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3239071,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,14:10:00,,,,,MOTT AVENUE,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3238853,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,10:25:00,BROOKLYN,11205,40.6913292,-73.9517592,DE KALB AVENUE,NOSTRAND AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3238800,PASSENGER VEHICLE,BICYCLE,,,
2015-06-12 00:00:00+00,10:25:00,MANHATTAN,10027,40.8045868,-73.9478121,WEST 120 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3238578,MOTORCYCLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:24:00,QUEENS,11102,40.7747112,-73.9333863,27 AVENUE,4 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3239623,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,10:20:00,,,40.7549013,-73.7454772,,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Fatigued/Drowsy,Fatigued/Drowsy,,3239006,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
2015-06-12 00:00:00+00,10:20:00,BROOKLYN,11220,40.6372129,-74.0221984,SHORE ROAD DRIVE,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238721,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-12 00:00:00+00,10:16:00,BROOKLYN,11207,40.6573161,-73.8886319,NEW JERSEY AVENUE,STANLEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238769,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:15:00,,,40.6873594,-73.9978726,COURT STREET,BALTIC STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238785,OTHER,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:15:00,QUEENS,11369,40.7648863,-73.8655937,CURTIS STREET,27 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3239051,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-11 00:00:00+00,22:00:00,BRONX,10468,40.867396,-73.9006199,,,2609 AQUEDUCT AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3238667,UNKNOWN,,,,
2015-06-12 00:00:00+00,10:11:00,MANHATTAN,10075,40.7700862,-73.9494529,EAST 78 STREET,CHEROKEE PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3238534,PASSENGER VEHICLE,OTHER,,,
2015-06-12 00:00:00+00,10:10:00,MANHATTAN,10029,40.7879013,-73.9536717,EAST 97 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238559,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:00:00,QUEENS,11434,40.6812617,-73.7648278,MERRICK BOULEVARD,ANDERSON ROAD,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,3239025,SPORT UTILITY / STATION WAGON,BICYCLE,,,
2015-06-12 00:00:00+00,10:00:00,QUEENS,11354,40.7616511,-73.8271379,38 AVENUE,UNION STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3238971,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,10:00:00,,,,,ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY SVC RD S,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238620,UNKNOWN,VAN,,,
2015-06-12 00:00:00+00,00:50:00,BROOKLYN,11204,40.6148313,-73.998372,BAY RIDGE PARKWAY,17 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3238689,UNKNOWN,UNKNOWN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,TAXI
2015-06-12 00:00:00+00,00:45:00,BROOKLYN,11207,40.6523932,-73.8871301,FLATLANDS AVENUE,SHEFFIELD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238767,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,00:30:00,QUEENS,11432,40.7152042,-73.8015709,84 AVENUE,164 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3240235,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-12 00:00:00+00,00:30:00,BRONX,10467,40.8581993,-73.8709795,BRONX PARK EAST,REISS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238659,MOTORCYCLE,UNKNOWN,,,
2015-06-12 00:00:00+00,00:22:00,QUEENS,11434,40.666397,-73.7849977,SOUTH CONDUIT AVENUE,153 LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238900,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,00:19:00,MANHATTAN,10016,40.7466818,-73.9744953,EAST 37 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Traffic Control Disregarded,,,,3238503,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,00:15:00,MANHATTAN,10017,40.7560314,-73.9790253,5 AVENUE,WEST 46 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3238519,LIVERY VEHICLE,LIVERY VEHICLE,,,
2015-06-12 00:00:00+00,00:10:00,MANHATTAN,10035,40.8001296,-73.9324073,,,F/O 2395 1 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238567,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-12 00:00:00+00,00:05:00,QUEENS,11375,40.7316163,-73.8514807,64 ROAD,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3239013,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,11:50:00,BROOKLYN,11205,40.6980388,-73.9628402,WILLIAMSBURG ST WEST,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238831,VAN,PASSENGER VEHICLE,,,
2015-06-12 00:00:00+00,17:40:00,,,40.7309158,-73.9154491,,,,1,0,0,0,0,0,1,0,Obstruction/Debris,,,,,3238949,PASSENGER VEHICLE,,,,
2015-06-12 00:00:00+00,18:23:00,QUEENS,11417,40.6814203,-73.8336698,107 AVENUE,107 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3253903,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
