date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,unique_key,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2015-06-23 00:00:00+00,16:16:00,BRONX,10461,40.8422043,-73.8390866,WESTCHESTER AVENUE,WATERS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3244897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,16:50:00,,,,,1 AVENUE,EAST 28 STREET,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,,,,3245645,PICK-UP TRUCK,OTHER,,,
2015-06-23 00:00:00+00,22:59:00,BRONX,10462,40.853685,-73.8691664,BRONX PARK EAST,MARAN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245785,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:30:00,QUEENS,11372,40.7545135,-73.8775979,90 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,Unspecified,Unspecified,,3245503,VAN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
2015-06-23 00:00:00+00,14:53:00,,,,,EAST 169 STREET,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245732,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,09:15:00,,,40.7682372,-73.8836425,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245508,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,09:15:00,STATEN ISLAND,10309,40.5163366,-74.2328225,PAGE AVENUE,AMBOY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245589,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:15:00,QUEENS,11377,40.7552915,-73.9084644,51 STREET,32 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245489,PASSENGER VEHICLE,TAXI,,,
2015-06-23 00:00:00+00,09:00:00,,,40.8052248,-73.9321277,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244772,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,09:00:00,MANHATTAN,10065,40.7624884,-73.9629739,EAST 62 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3244737,PASSENGER VEHICLE,TAXI,,,
2015-06-22 00:00:00+00,18:15:00,,,,,,,P/L 2171 FOREST AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:00:00,MANHATTAN,10033,40.8504168,-73.9345431,WADSWORTH AVENUE,WEST 182 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244807,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:00:00,BRONX,10465,40.8296875,-73.8252953,LAFAYETTE AVENUE,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3244895,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:00:00,BRONX,10454,40.8071867,-73.9242798,WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3249558,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
2015-06-23 00:00:00+00,08:50:00,QUEENS,11364,40.7455434,-73.7767918,58 AVENUE,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245454,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,04:58:00,BROOKLYN,11220,40.6419869,-74.0172347,4 AVENUE,58 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245102,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2015-06-23 00:00:00+00,23:30:00,BRONX,10473,40.8188747,-73.8652354,COMMONWEALTH AVENUE,SEWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3251983,PASSENGER VEHICLE,OTHER,,,
2015-06-23 00:00:00+00,23:16:00,MANHATTAN,10026,40.8000896,-73.9510952,WEST 113 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245708,BICYCLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,19:22:00,,,,,,,PARKING LOT OF 200 BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3244902,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,19:17:00,BROOKLYN,11230,40.6128536,-73.9600026,EAST 14 STREET,AVENUE O,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245085,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,18:10:00,,,,,LIBBY PLACE,MAYFLOWER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244904,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,19:15:00,BROOKLYN,11211,40.7175158,-73.943169,WITHERS STREET,HUMBOLDT STREET,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3245246,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,18:00:00,,,,,HORACE HARDING EXPRESSWAY,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3245421,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,18:00:00,BROOKLYN,11220,40.6412087,-74.0251184,64 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245106,UNKNOWN,UNKNOWN,,,
2015-06-23 00:00:00+00,17:55:00,BRONX,10452,40.8430432,-73.9156661,JEROME AVENUE,EAST MT EDEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3246340,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,17:53:00,MANHATTAN,10002,40.7222418,-73.9862873,ESSEX STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Prescription Medication,Prescription Medication,,,,3245620,PASSENGER VEHICLE,BICYCLE,,,
2015-06-23 00:00:00+00,17:53:00,MANHATTAN,10018,40.7552921,-73.9949215,9 AVENUE,WEST 37 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3246175,BUS,BUS,,,
2015-06-23 00:00:00+00,17:53:00,MANHATTAN,10003,40.7296639,-73.9883784,,,220 EAST 9 STREET,0,0,0,0,0,0,0,0,Failure to Keep Right,,,,,3244650,SMALL COM VEH(4 TIRES),,,,
2015-06-23 00:00:00+00,16:00:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245753,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,15:40:00,BROOKLYN,11215,40.6621418,-73.9822303,8 AVENUE,15 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3262491,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,15:35:00,,,,,JAMAICA AVENUE,VANWYCK EXPRESSWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3246638,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,15:35:00,QUEENS,11377,40.7408961,-73.8996069,QUEENS BOULEVARD,65 PLACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245387,PASSENGER VEHICLE,VAN,,,
2015-06-23 00:00:00+00,15:30:00,QUEENS,11354,40.7653466,-73.8353952,COLLINS PLACE,34 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245423,PASSENGER VEHICLE,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,
2015-06-23 00:00:00+00,15:30:00,BROOKLYN,11220,40.6337945,-74.0113274,63 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245061,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,15:00:00,,,40.7363231,-73.8563019,,,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3245470,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,14:30:00,BROOKLYN,11239,40.6528929,-73.8667311,GATEWAY DRIVE,ERSKINE STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3245893,PASSENGER VEHICLE,MOTORCYCLE,,,
2015-06-23 00:00:00+00,14:30:00,BROOKLYN,11238,40.6820056,-73.96869,CLERMONT AVENUE,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3245934,BUS,UNKNOWN,,,
2015-06-23 00:00:00+00,14:30:00,,,,,,,2873 RICHMOND AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246107,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:59:00,,,,,104 STREET,LEFFERTS BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3245342,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:59:00,BROOKLYN,11221,40.6872294,-73.941785,GATES AVENUE,THROOP AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3245179,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:58:00,QUEENS,11385,40.7067979,-73.9059954,LINDEN STREET,FAIRVIEW AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,3245305,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:55:00,BROOKLYN,11207,40.6862254,-73.9123885,BUSHWICK AVENUE,COVERT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245923,OTHER,OTHER,,,
2015-06-23 00:00:00+00,09:47:00,,,40.7967405,-73.9292434,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244773,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-22 00:00:00+00,22:35:00,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245198,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,09:45:00,MANHATTAN,10022,40.7622939,-73.9744569,WEST 56 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3245671,LARGE COM VEH(6 OR MORE TIRES),TAXI,,,
2015-06-23 00:00:00+00,09:45:00,MANHATTAN,10013,40.7256734,-74.0057798,SPRING STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3244628,PASSENGER VEHICLE,TAXI,,,
2015-06-23 00:00:00+00,09:40:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3251112,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:40:00,,,,,JAMAICA AVENUE,JACKIE ROBINSON PARKWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Lost Consciousness,,,,3245140,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:40:00,QUEENS,11357,40.7862557,-73.8135214,15 ROAD,150 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3245403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:35:00,STATEN ISLAND,10301,40.6083331,-74.101854,WITTEMAN PLACE,MILFORD DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245577,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:30:00,QUEENS,11412,40.6999702,-73.7635067,FARMERS BOULEVARD,112 ROAD,,1,0,0,0,0,0,1,0,Prescription Medication,Unspecified,,,,3246070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:30:00,,,40.7032327,-73.7271554,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3245326,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,09:30:00,,,,,BRONX RIVER AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:29:00,,,,,,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Turning Improperly,,,,3245146,OTHER,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:29:00,,,,,,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Turning Improperly,,,,3245145,OTHER,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:25:00,QUEENS,11411,40.6954093,-73.7410021,LINDEN BOULEVARD,219 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245328,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:21:00,,,40.7354542,-73.9170371,,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3246016,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:21:00,BROOKLYN,11201,40.6920875,-73.9834015,GOLD STREET,WILLOUGHBY STREET,,0,0,0,0,0,0,0,0,Cell Phone (hands-free),Unspecified,,,,3245202,PICK-UP TRUCK,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,09:20:00,,,40.5847755,-73.9601076,,,,1,0,0,0,0,0,1,0,Illness,Unspecified,Unspecified,,,3244964,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,09:18:00,BRONX,10458,40.8584174,-73.8851356,EAST FORDHAM ROAD,ARTHUR AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244932,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:15:00,BROOKLYN,11249,40.704257,-73.967208,CLYMER STREET,KENT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3249853,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,16:34:00,BRONX,10472,40.8264231,-73.8586728,BRUCKNER BOULEVARD,VIRGINIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245733,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:15:00,BROOKLYN,11225,40.6620603,-73.9427657,EAST NEW YORK AVENUE,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3245094,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:13:00,BROOKLYN,11206,40.7104315,-73.9487732,LORIMER STREET,MAUJER STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,3245229,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:02:00,MANHATTAN,10017,40.7565574,-73.9744374,EAST 49 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3244721,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,09:00:00,STATEN ISLAND,10308,40.5424295,-74.1459041,HYLAN BOULEVARD,NELSON AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Traffic Control Disregarded,,,,3245578,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:45:00,BRONX,10454,40.8068225,-73.9174784,EAST 138 STREET,SAINT ANNS AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3244828,SPORT UTILITY / STATION WAGON,BICYCLE,,,
2015-06-23 00:00:00+00,08:45:00,MANHATTAN,10024,40.7839764,-73.9702995,CENTRAL PARK WEST,WEST 84 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244752,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:43:00,BROOKLYN,11201,40.6867527,-73.9960409,BALTIC STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3245147,UNKNOWN,,,,
2015-06-23 00:00:00+00,08:40:00,QUEENS,11377,40.7537088,-73.9029876,NORTHERN BOULEVARD,58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245486,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,08:35:00,BROOKLYN,11236,40.6308781,-73.8942314,SEAVIEW AVENUE,EAST 91 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3245068,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,08:35:00,BROOKLYN,11206,40.7079101,-73.9450059,MESEROLE STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3245225,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,08:34:00,BRONX,10461,40.8464062,-73.842886,WATERS PLACE,INDUSTRIAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244939,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:30:00,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3245392,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
2015-06-23 00:00:00+00,08:30:00,,,40.7391709,-73.8158724,,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3245405,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,SMALL COM VEH(4 TIRES),,
2015-06-23 00:00:00+00,08:30:00,QUEENS,11420,40.6661438,-73.8232509,NORTH CONDUIT AVENUE,118 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245343,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:30:00,QUEENS,11362,40.7569923,-73.7296524,61 AVENUE,MARATHON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3246767,SPORT UTILITY / STATION WAGON,VAN,,,
2015-06-23 00:00:00+00,08:29:00,BRONX,10456,40.8282246,-73.9086062,EAST 166 STREET,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244842,VAN,UNKNOWN,,,
2015-06-22 00:00:00+00,12:00:00,,,,,172 STREET,JAMAICA AVENUE,,1,0,0,0,0,0,1,0,Backing Unsafely,Other Vehicular,,,,3245271,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,22:40:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245757,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:25:00,MANHATTAN,10029,40.7950523,-73.9331565,EAST 116 STREET,PLEASANT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244774,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:25:00,BROOKLYN,11204,40.6299159,-73.9866737,16 AVENUE,51 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245020,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:24:00,QUEENS,11101,40.7546033,-73.9335616,38 AVENUE,29 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3245485,TAXI,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,16:40:00,BROOKLYN,11216,40.6708977,-73.953187,LINCOLN PLACE,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245898,SPORT UTILITY / STATION WAGON,VAN,,,
2015-06-23 00:00:00+00,08:24:00,BRONX,10458,40.8571285,-73.8807926,SOUTHERN BOULEVARD,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:22:00,BROOKLYN,11218,40.6457669,-73.9852832,FORT HAMILTON PARKWAY,CHESTER AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3245022,SPORT UTILITY / STATION WAGON,VAN,,,
2015-06-23 00:00:00+00,16:40:00,BROOKLYN,11232,40.6650745,-73.9965685,19 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245107,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,08:20:00,QUEENS,11357,40.788269,-73.8161267,14 AVENUE,149 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245404,PICK-UP TRUCK,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,08:20:00,BROOKLYN,11216,40.6821158,-73.9536623,HANCOCK STREET,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245175,BUS,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:19:00,QUEENS,11355,40.7584837,-73.820046,FRANKLIN AVENUE,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3245401,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:15:00,QUEENS,11358,40.7573251,-73.7831629,44 AVENUE,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245455,BUS,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:15:00,MANHATTAN,10029,40.7906273,-73.9424349,EAST 106 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3244762,PASSENGER VEHICLE,BUS,,,
2015-06-23 00:00:00+00,08:13:00,QUEENS,11419,40.6931168,-73.8197608,97 AVENUE,127 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245262,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:10:00,,,40.727873,-73.9291223,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246011,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:05:00,,,40.7901567,-73.9367462,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,3244763,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
2015-06-23 00:00:00+00,08:00:00,,,40.7412355,-73.8457263,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245444,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:00:00,,,,,MORRISON AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3244857,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,16:40:00,MANHATTAN,10016,40.7460781,-73.9749359,EAST 36 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244707,TAXI,UNKNOWN,,,
2015-06-23 00:00:00+00,16:40:00,,,40.7408436,-73.7267962,,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3245978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-22 00:00:00+00,18:17:00,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3244822,PASSENGER VEHICLE,OTHER,,,
2015-06-23 00:00:00+00,16:45:00,BROOKLYN,11216,40.6701245,-73.9552712,EASTERN PARKWAY,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Drugs (Illegal),Other Vehicular,Drugs (Illegal),Drugs (Illegal),,3245096,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
2015-06-23 00:00:00+00,16:45:00,BROOKLYN,11238,40.6775217,-73.9727156,FLATBUSH AVENUE,PARK PLACE,,1,0,0,0,1,0,0,0,Pavement Defective,Unspecified,,,,3246551,UNKNOWN,BICYCLE,,,
2015-06-23 00:00:00+00,16:48:00,BRONX,10467,40.8660476,-73.8720598,SOUTHERN BOULEVARD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244955,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,16:50:00,MANHATTAN,10017,40.7539439,-73.9721356,EAST 47 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244706,TAXI,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,16:50:00,BRONX,10457,40.8394966,-73.9045466,BROOK AVENUE,CLAREMONT PARKWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3244844,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,16:57:00,BROOKLYN,11249,40.71808,-73.9596076,NORTH 6 STREET,BERRY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3247227,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:00:00,BROOKLYN,11229,40.59779,-73.9462309,BEDFORD AVENUE,AVENUE V,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3244979,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:00:00,QUEENS,11377,40.7411311,-73.9015805,QUEENS BOULEVARD,64 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3245388,TAXI,BICYCLE,,,
