time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-30T22:45:26.530Z,-6.473,130.3004,135.42,4.8,mb,,44,1.797,0.69,us,us10006u85,2016-09-30T23:09:30.040Z,"198km NW of Saumlaki, Indonesia",earthquake,6.4,7.1,0.068,67,reviewed,us,us
2016-09-30T22:35:48.910Z,-3.999,-76.9413,105.61,4.7,mb,,84,1.764,0.89,us,us10006u80,2016-09-30T23:33:28.967Z,"96km NNW of Barranca, Peru",earthquake,6.8,6.5,0.039,203,reviewed,us,us
2016-09-30T21:00:46.950Z,-9.7261,111.7033,43.87,4.7,mb,,101,2.146,1.18,us,us10006u75,2016-09-30T21:17:50.040Z,"160km S of Ngulung Wetan, Indonesia",earthquake,8.4,8.2,0.08,47,reviewed,us,us
2016-09-30T20:56:41.510Z,-9.517,111.7726,10,4.7,mb,,44,2.016,0.89,us,us10006u72,2016-10-01T14:36:31.040Z,"139km SSW of Tambakrejo, Indonesia",earthquake,6.9,1.8,0.075,54,reviewed,us,us
2016-09-30T19:49:33.520Z,-16.0796,-173.0685,10,5,mb,,67,2.492,1.34,us,us10006u6f,2016-10-01T14:04:27.040Z,"74km ESE of Hihifo, Tonga",earthquake,8.1,1.8,0.064,77,reviewed,us,us
2016-09-30T18:24:59.350Z,39.0191667,-71.2921667,7.43,2.71,ml,48,251,2.451,0.69,ld,ld60126906,2016-10-03T14:08:59.543Z,"270km SSE of Southampton, New York",earthquake,6.03,12.04,0.11,18,reviewed,ld,ld
2016-09-30T18:07:09.600Z,17.8407,-65.6115,17,2.7,Md,4,273.6,0.26140975,0.4,pr,pr16274002,2016-10-01T13:19:00.040Z,"32km SSW of Esperanza, Puerto Rico",earthquake,2.9,2,0,3,reviewed,pr,pr
2016-09-30T17:28:55.700Z,18.7269,-64.4083,111,3,Md,4,327.6,0.5228195,0.2,pr,pr16274001,2016-10-01T13:20:17.040Z,"40km NNE of Road Town, British Virgin Islands",earthquake,8.2,3,0,4,reviewed,pr,pr
2016-09-30T16:45:12.480Z,-1.6281,-77.5783,173.15,4.9,mb,,42,1.205,0.92,us,us10006u5a,2016-10-02T03:34:38.152Z,"40km ENE of Palora, Ecuador",earthquake,7.4,6.4,0.025,492,reviewed,us,us
2016-09-30T14:49:44.500Z,-9.8302,111.68,22.77,4.4,mb,,94,2.222,1.07,us,us10006u3q,2016-10-14T08:05:48.040Z,"171km S of Ngulung Wetan, Indonesia",earthquake,8.4,7.2,0.126,18,reviewed,us,us
2016-09-30T14:19:40.500Z,36.219,-97.2787,7.977,2.6,ml,,35,,0.31,us,us10006u3j,2016-10-14T07:22:55.540Z,"7km S of Perry, Oklahoma",earthquake,1.2,2.5,,,reviewed,tul,tul
2016-09-30T14:01:57.030Z,-24.3169,-179.906,530.18,4.3,mb,,197,6.811,0.67,us,us20007dix,2016-10-14T07:18:49.040Z,South of the Fiji Islands,earthquake,18.9,18.1,0.113,22,reviewed,us,us
2016-09-30T13:48:23.750Z,-17.8743,-178.6085,617.39,4,mb,,268,3.183,0.49,us,us20007diw,2016-10-14T07:14:47.040Z,"267km SE of Lambasa, Fiji",earthquake,36.2,29.1,0.172,9,reviewed,us,us
2016-09-30T13:12:59.840Z,-55.266,-30.5961,33.5,4.3,mb,,122,3.551,0.99,us,us20007djn,2016-10-14T06:59:52.040Z,"265km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.7,6.4,0.188,8,reviewed,us,us
2016-09-30T12:34:46.110Z,15.122,-92.712,81.85,4.3,mb,,162,1.149,1.48,us,us10006u26,2016-09-30T17:30:10.040Z,"17km SW of Villa Comaltitlan, Mexico",earthquake,4.9,10.7,0.067,64,reviewed,us,us
2016-09-30T12:32:40.160Z,32.3919,48.8826,10,4.3,mb,,90,7.582,1.06,us,us10006u25,2016-09-30T17:38:10.040Z,"38km N of Shushtar, Iran",earthquake,8.6,2,0.104,26,reviewed,us,us
2016-09-30T11:48:28.410Z,12.0554,140.4727,10,4.9,mb,,46,4.55,1.28,us,us10006u1x,2016-09-30T12:07:33.040Z,"253km N of Fais, Micronesia",earthquake,8.3,1.9,0.088,40,reviewed,us,us
2016-09-30T10:40:55.000Z,56.7644,-155.211,10.1,3.7,ml,,,,0.6,ak,ak14110079,2016-10-04T23:46:01.342Z,"107km NNE of Chirikof Island, Alaska",earthquake,0.3,1,,,reviewed,ak,ak
2016-09-30T10:05:41.000Z,51.5675,179.5122,66.8,2.6,ml,,,,0.36,ak,ak14110078,2016-10-04T17:48:35.173Z,"43km S of Semisopochnoi Island, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-09-30T09:43:46.000Z,63.0535,-148.7959,69.4,2.7,ml,,,,0.5,ak,ak14110059,2016-10-04T17:49:27.288Z,"38km SSE of Cantwell, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-09-30T09:16:00.300Z,-29.1507,60.8843,10,4.6,mb,,95,9.208,1.13,us,us10006u1f,2016-09-30T15:07:04.040Z,Southwest Indian Ridge,earthquake,12.6,1.9,0.141,15,reviewed,us,us
2016-09-30T07:33:32.000Z,52.0638,-179.1707,148.7,2.5,ml,,,,0.34,ak,ak14110028,2016-10-04T17:48:54.908Z,"73km WNW of Tanaga Volcano, Alaska",earthquake,2.6,1,,,reviewed,ak,ak
2016-09-30T07:30:25.600Z,35.6562,-97.1415,1.21,2.5,mb_lg,,69,0.04,0.19,us,us10006u0y,2016-10-14T07:23:05.999Z,"4km E of Luther, Oklahoma",earthquake,1,4.9,0.092,31,reviewed,us,us
2016-09-30T05:45:36.650Z,36.4949,-99.0723,3.9,3,mb_lg,,227,0.128,0.13,us,us10006u0q,2016-10-01T15:43:55.481Z,"13km ENE of Mooreland, Oklahoma",earthquake,1.6,5.6,0.065,62,reviewed,us,us
2016-09-30T05:27:30.100Z,-59.5339,159.4796,10,5.1,mb,,90,5.057,0.71,us,us10006u0n,2016-09-30T05:45:59.040Z,Macquarie Island region,earthquake,12.6,1.9,0.117,24,reviewed,us,us
2016-09-30T03:59:33.000Z,51.1953,-177.7569,25.6,2.9,ml,,,,0.43,ak,ak14108028,2016-10-04T17:09:23.556Z,"81km SSE of Tanaga Volcano, Alaska",earthquake,0.6,7.8,,,reviewed,ak,ak
2016-09-30T03:23:12.000Z,19.159,-66.0442,30,3.1,Md,17,244.8,0.81836522,0.47,pr,pr16274000,2016-09-30T07:49:25.617Z,"76km N of San Juan, Puerto Rico",earthquake,2.5,20.6,0,12,reviewed,pr,pr
2016-09-30T03:21:12.490Z,-18.1251,-178.5068,607.02,4.1,mb,,116,3.297,0.46,us,us10006u0c,2016-09-30T03:42:53.040Z,"280km N of Ndoi Island, Fiji",earthquake,19.4,12.2,0.064,66,reviewed,us,us
2016-09-30T02:15:50.560Z,35.9876,-97.2176,6.35,2.5,mb_lg,,30,0.094,0.22,us,us10006u03,2016-10-01T17:05:23.999Z,"5km NE of Langston, Oklahoma",earthquake,1.1,7.3,0.109,22,reviewed,us,us
2016-09-30T00:39:04.660Z,-28.308,-71.2405,50.44,4.4,mb,,104,0.179,1.4,us,us10006tzx,2016-09-30T01:26:53.755Z,"55km WNW of Vallenar, Chile",earthquake,4.7,8.4,0.24,5,reviewed,us,us
2016-09-29T23:42:48.540Z,52.0844,-175.8806,149.21,3,ml,,133,0.103,0.39,us,us20007chm,2016-10-10T05:13:42.040Z,"58km ENE of Adak, Alaska",earthquake,13.8,4.7,,20,reviewed,us,ak
2016-09-29T23:28:54.300Z,19.173,-64.4649,59,3.4,Md,19,295.2,0.76446631,0.21,pr,pr16273004,2016-10-08T04:34:37.040Z,"85km N of Road Town, British Virgin Islands",earthquake,2.8,5.3,0,17,reviewed,pr,pr
2016-09-29T23:21:01.710Z,34.523,141.792,10,5.1,mww,,111,2.148,0.69,us,us10006tze,2016-10-09T04:53:08.612Z,"151km ESE of Ohara, Japan",earthquake,4.7,1.8,,,reviewed,us,us
2016-09-29T22:27:14.700Z,34.7274,24.7942,10,4.1,mb,,67,0.564,0.96,us,us10006tz4,2016-10-09T04:28:26.040Z,"36km S of Moirai, Greece",earthquake,5.5,1.9,0.117,21,reviewed,us,us
2016-09-29T21:49:09.080Z,-6.2841,127.938,356.72,4.5,mb,,26,3.737,0.58,us,us10006tys,2016-10-08T04:31:26.040Z,"283km S of Amahusu, Indonesia",earthquake,7.1,6.8,0.054,101,reviewed,us,us
2016-09-29T20:46:26.000Z,51.9027,176.2876,41.5,3.2,ml,,,,0.59,ak,ak14101927,2016-10-07T23:30:37.122Z,"56km SSE of Buldir Island, Alaska",earthquake,2.5,3.1,,,reviewed,ak,ak
2016-09-29T20:23:14.930Z,16.1287,-84.9365,10,5.1,mb,,35,3.055,1.45,us,us10006txy,2016-10-16T06:59:44.000Z,"44km NE of Cusuna, Honduras",earthquake,6.6,1.9,0.032,314,reviewed,us,us
2016-09-29T19:43:26.000Z,61.1254,-151.3859,72.2,3.1,ml,,,,0.76,ak,ak14100926,2016-10-07T23:30:45.715Z,"48km N of Nikiski, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-29T19:09:07.000Z,51.4715,-174.3156,41.5,3.5,ml,,,,0.49,ak,ak14099963,2016-10-07T03:19:20.045Z,"81km S of Atka, Alaska",earthquake,1.4,1,,,reviewed,ak,ak
2016-09-29T18:08:35.760Z,36.2631,-98.3976,5,3.4,mb_lg,,56,0.251,0.22,us,us10006tws,2016-10-04T04:44:26.435Z,"7km E of Fairview, Oklahoma",earthquake,0.5,1.9,0.056,83,reviewed,us,us
2016-09-29T18:07:59.280Z,33.2873333,-115.7248333,4.83,3.21,ml,97,33,0.06549,0.23,ci,ci37705744,2016-10-01T11:08:13.056Z,"7km S of Bombay Beach, CA",earthquake,0.15,0.46,0.144,239,reviewed,ci,ci
2016-09-29T17:39:02.110Z,-14.241,-72.8086,69.29,4.1,mb,,122,4.523,1.82,us,us10006twl,2016-09-30T17:23:53.978Z,"67km S of Abancay, Peru",earthquake,2.9,15.4,0.234,5,reviewed,us,us
2016-09-29T16:43:48.000Z,62.3184,-158.9287,32.1,3.8,ml,,,,0.61,ak,ak14098988,2016-10-07T23:31:50.194Z,"33km NE of Holy Cross, Alaska",earthquake,1.1,4,,,reviewed,ak,ak
2016-09-29T16:42:19.240Z,-2.3844,141.0159,22.1,4.5,mb,,61,6.354,0.94,us,us10006tv6,2016-09-29T19:04:01.040Z,"38km ENE of Jayapura, Indonesia",earthquake,9.1,5.2,0.09,36,reviewed,us,us
2016-09-29T15:27:20.630Z,19.1976667,-155.206,26.649,2.77,ml,55,222,0.08497,0.1,hv,hv61428241,2016-09-29T21:38:48.450Z,"27km S of Volcano, Hawaii",earthquake,0.64,0.53,0.146,41,reviewed,hv,hv
2016-09-29T15:24:59.170Z,52.3867,-173.4187,86.07,3,ml,,180,1.651,1.38,us,us10006twj,2016-10-07T23:30:46.960Z,"57km ENE of Atka, Alaska",earthquake,22.7,53.1,,,reviewed,us,ak
2016-09-29T14:13:00.530Z,40.2815,-124.5656667,19.3,2.79,md,22,263,0.2189,0.1,nc,nc72704526,2016-09-29T18:58:02.647Z,"41km SW of Ferndale, California",earthquake,1.98,0.7,0.239,29,reviewed,nc,nc
2016-09-29T13:58:52.560Z,34.4797,90.4046,14.44,4.2,mb,,114,4.801,0.46,us,us10006tu9,2016-10-06T16:17:19.040Z,"186km W of Tanggulashan, China",earthquake,8.2,5.6,0.121,19,reviewed,us,us
2016-09-29T12:59:29.730Z,35.8976667,-117.684,2.41,3.04,ml,43,38,0.05707,0.15,ci,ci37705224,2016-09-30T04:41:52.127Z,"20km ESE of Little Lake, CA",earthquake,0.13,0.26,0.146,19,reviewed,ci,ci
2016-09-29T12:57:17.500Z,19.055,-67.013,37,2.9,Md,10,270,0.59198977,0.55,pr,pr16273003,2016-09-29T14:09:10.455Z,"61km N of Isabela, Puerto Rico",earthquake,2.3,9.6,0,9,reviewed,pr,pr
2016-09-29T12:52:55.800Z,19.041,-66.8786,9,2.9,Md,19,216,0.61085439,0.74,pr,pr16273002,2016-09-29T13:57:38.205Z,"61km NNE of Isabela, Puerto Rico",earthquake,1.7,3.9,0,17,reviewed,pr,pr
2016-09-29T11:57:36.650Z,37.4943,141.7563,9.32,4.6,mb,,123,0.853,0.64,us,us10006tsc,2016-09-29T12:20:44.397Z,"66km E of Namie, Japan",earthquake,5.7,5.2,0.06,83,reviewed,us,us
2016-09-29T11:53:04.340Z,-18.2987,168.0889,46.88,4.5,mb,,131,2.592,1,us,us10006tsb,2016-09-30T02:07:02.154Z,"67km SSW of Port-Vila, Vanuatu",earthquake,10.4,13.8,0.127,18,reviewed,us,us
2016-09-29T10:27:36.440Z,-2.9064,127.8266,53.64,4.6,mb,,97,3.682,1.11,us,us10006trv,2016-09-29T10:39:10.040Z,"44km WNW of Piru, Indonesia",earthquake,7.5,11.4,0.137,16,reviewed,us,us
2016-09-29T09:18:01.480Z,36.6413333,-121.2635,10.09,2.8,md,70,66,0.02628,0.06,nc,nc72704406,2016-09-30T06:49:13.134Z,"21km SSE of Ridgemark, California",earthquake,0.1,0.24,0.179,109,reviewed,nc,nc
2016-09-29T09:14:08.000Z,50.7386,-177.4079,30.8,2.7,ml,,,,0.37,ak,ak14095132,2016-10-07T23:30:39.938Z,"132km ESE of Amatignak Island, Alaska",earthquake,1.2,1.3,,,reviewed,ak,ak
2016-09-29T08:56:18.670Z,15.8565,-98.3336,10,5.1,mb,,145,1.711,0.77,us,us10006trl,2016-09-30T17:27:30.257Z,"61km SSW of Santiago Pinotepa Nacional, Mexico",earthquake,11,1.9,0.091,39,reviewed,us,us
2016-09-29T08:55:20.940Z,16.4235,-98.3295,42.73,5.2,mb,,93,1.155,0.78,us,us10006tre,2016-09-30T17:27:17.761Z,"10km ESE of Cuajinicuilapa, Mexico",earthquake,8.9,7.6,0.04,210,reviewed,us,us
2016-09-29T08:23:53.070Z,-17.5231,179.6723,585,4.5,mb,,83,1.56,0.85,us,us10006tr3,2016-09-29T08:39:53.040Z,"126km SSE of Lambasa, Fiji",earthquake,12.9,9.3,0.064,72,reviewed,us,us
2016-09-29T06:51:41.000Z,62.1148,-148.9191,4.9,2.7,ml,,,,0.74,ak,ak14094149,2016-10-07T03:23:29.703Z,"35km N of Sutton-Alpine, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-09-29T06:43:07.200Z,17.8059,-66.8198,19,2.5,Md,5,262.8,0.26769795,0.2,pr,pr16273001,2016-09-29T07:34:51.676Z,"20km SSE of Guanica, Puerto Rico",earthquake,1.7,0.8,0,3,reviewed,pr,pr
2016-09-29T06:24:55.240Z,36.3821,-96.9461,6.46,2.8,mb_lg,,33,0.031,0.27,us,us10006tqu,2016-09-29T15:44:29.680Z,"13km WNW of Pawnee, Oklahoma",earthquake,1.1,2.8,0.092,31,reviewed,us,us
2016-09-29T05:55:31.620Z,19.2278333,-155.0245,39.779,2.76,ml,58,225,0.1144,0.11,hv,hv61427636,2016-09-29T22:07:08.230Z,"28km SSW of Leilani Estates, Hawaii",earthquake,0.62,0.5,0.155,34,reviewed,hv,hv
2016-09-29T04:51:31.206Z,41.0826,-117.4365,11.5,2.6,ml,22,113.43,0.672,0.1725,nn,nn00561917,2016-09-29T14:48:37.517Z,"27km ENE of Winnemucca, Nevada",earthquake,,3.5,0.25,18,reviewed,nn,nn
2016-09-29T04:05:13.000Z,51.4605,177.8371,27.2,3.1,ml,,,,0.73,ak,ak14092262,2016-10-07T23:30:43.706Z,"71km SW of Little Sitkin Island, Alaska",earthquake,0.9,2.6,,,reviewed,ak,ak
2016-09-29T03:19:17.000Z,49.758,-114.841,1.2,3.2,ml,,,,0.88,us,us10006tpz,2016-10-04T17:07:08.190Z,"32km S of Elkford, Canada",earthquake,5.5,3.9,,,reviewed,pgc,pgc
2016-09-29T01:34:03.130Z,-30.2864,-177.6886,10,5.3,mb,,56,1.058,1.28,us,us10006tpm,2016-09-29T02:06:09.040Z,"114km S of Raoul Island, New Zealand",earthquake,8.3,1.8,0.037,241,reviewed,us,us
2016-09-29T01:28:57.000Z,50.8176,-177.4649,24.2,2.8,ml,,,,0.34,ak,ak14091300,2016-10-07T23:30:43.034Z,"125km ESE of Amatignak Island, Alaska",earthquake,5.3,6.7,,,reviewed,ak,ak
2016-09-29T01:22:36.860Z,-2.0011,140.3983,10,4.7,mb,,130,8.192,1.13,us,us10006tpl,2016-09-29T02:10:04.040Z,"67km NNW of Jayapura, Indonesia",earthquake,10,1.9,0.082,45,reviewed,us,us
2016-09-29T00:21:10.280Z,-35.5494,-103.8896,10,5.2,mb,,67,9.598,0.55,us,us10006tpd,2016-10-16T06:59:43.000Z,Southeast of Easter Island,earthquake,11,1.9,0.032,314,reviewed,us,us
2016-09-28T23:49:33.620Z,15.774,147.4551,10,5,mb,,80,1.685,0.72,us,us10006tnw,2016-09-29T00:08:16.040Z,"192km ENE of Saipan, Northern Mariana Islands",earthquake,4.1,1.9,0.077,54,reviewed,us,us
2016-09-28T22:47:10.000Z,51.7905,-178.4892,13.7,2.7,ml,,,,0.58,ak,ak14090210,2016-10-03T20:39:37.857Z,"26km WSW of Tanaga Volcano, Alaska",earthquake,0.9,0.3,,,reviewed,ak,ak
2016-09-28T22:12:13.240Z,-0.0472,-17.7364,10,4.9,mb,,58,8.525,0.65,us,us10006tn0,2016-09-28T22:31:10.040Z,North of Ascension Island,earthquake,9.9,1.8,0.06,89,reviewed,us,us
2016-09-28T21:36:32.160Z,29.6269,101.9783,10,4.4,mb,,49,6.553,0.71,us,us10006tmm,2016-09-28T22:43:34.040Z,"47km S of Kangding, China",earthquake,6.1,1.7,0.098,30,reviewed,us,us
2016-09-28T21:14:28.320Z,-23.7987,-68.051,124.85,4.2,mb,,83,0.851,0.57,us,us10006tm6,2016-09-28T22:52:12.040Z,"99km S of San Pedro de Atacama, Chile",earthquake,7.2,8,0.2,7,reviewed,us,us
2016-09-28T20:37:00.100Z,-21.8458,-179.3803,571.09,5,mb,,58,4.741,1.03,us,us10006tls,2016-09-28T20:50:21.040Z,"150km SSW of Ndoi Island, Fiji",earthquake,10.9,8.9,0.105,30,reviewed,us,us
2016-09-28T20:07:25.000Z,60.1074,-150.4803,36.8,2.8,ml,,,,0.6,ak,ak14088314,2016-10-03T20:39:00.045Z,"50km SSE of Sterling, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-09-28T19:02:27.190Z,46.0235,-112.478,-2,2.51,ml,9,89,0.202,0.14,mb,mb80176489,2016-09-29T22:37:12.420Z,"4km ENE of Butte, Montana",quarry blast,0.61,31.61,0.289,15,reviewed,mb,mb
2016-09-28T18:05:11.000Z,51.4159,-174.3786,5,2.9,ml,,,,0.38,ak,ak14086441,2016-10-03T20:39:27.501Z,"87km S of Atka, Alaska",earthquake,4,2.8,,,reviewed,ak,ak
2016-09-28T17:46:40.000Z,51.5213,-176.2108,31.4,2.7,ml,,,,0.62,ak,ak14085547,2016-10-03T20:39:26.821Z,"50km SE of Adak, Alaska",earthquake,0.7,1.2,,,reviewed,ak,ak
2016-09-28T16:50:46.890Z,12.4788,-86.4992,10,4.8,mb,,119,0.195,1.13,us,us20007dgk,2016-10-18T02:16:33.040Z,"23km SSE of Larreynaga, Nicaragua",earthquake,7.6,1.8,0.068,67,reviewed,us,us
2016-09-28T16:48:55.690Z,12.4445,-86.5298,7.7,5.5,mww,,90,0.173,0.76,us,us10006tk4,2016-10-16T06:59:42.000Z,"19km NE of La Paz Centro, Nicaragua",earthquake,5.9,1.8,,,reviewed,us,us
2016-09-28T16:41:42.700Z,36.5286,-98.9748,5.82,2.5,ml,,53,,0.42,us,us10006tk1,2016-10-18T02:02:57.040Z,"22km ENE of Mooreland, Oklahoma",earthquake,1.8,3.1,,,reviewed,tul,tul
2016-09-28T16:32:56.330Z,43.9801,148.5335,31.59,4.8,mb,,136,4.284,1.14,us,us10006tjx,2016-10-18T01:54:04.040Z,"146km E of Shikotan, Russia",earthquake,8.2,4.6,0.048,134,reviewed,us,us
2016-09-28T16:31:29.210Z,-20.7957,-173.5818,10,5,mb,,80,3.84,1.47,us,us10006tk0,2016-10-18T01:47:17.040Z,"136km SE of Pangai, Tonga",earthquake,7.7,1.9,0.094,36,reviewed,us,us
2016-09-28T16:24:46.280Z,-18.2029,-178.6614,623.31,4.1,mb,,113,3.16,0.52,us,us20007dgj,2016-10-18T01:09:26.040Z,"270km N of Ndoi Island, Fiji",earthquake,14,11,0.14,14,reviewed,us,us
2016-09-28T16:16:12.780Z,-11.1968,166.3587,126.16,4.8,mb,,43,6.546,0.73,us,us10006tjk,2016-10-17T05:00:14.040Z,"78km SE of Lata, Solomon Islands",earthquake,9.1,6.7,0.05,125,reviewed,us,us
2016-09-28T16:02:56.200Z,36.5302,-98.972,5.884,2.7,ml,,55,,0.39,us,us10006tjg,2016-10-17T04:52:38.869Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.5,2.5,,,reviewed,tul,tul
2016-09-28T15:26:51.370Z,37.3363333,-121.6953333,8.13,3.25,mw,150,40,0.04239,0.11,nc,nc72703906,2016-10-12T22:54:40.621Z,"11km ESE of East Foothills, California",earthquake,0.1,0.18,,4,reviewed,nc,nc
2016-09-28T13:49:55.000Z,50.9375,-173.0733,27.6,2.6,ml,,,,0.61,ak,ak14162122,2016-10-03T20:40:14.332Z,"160km SSE of Atka, Alaska",earthquake,3.1,10.4,,,reviewed,ak,ak
2016-09-28T12:57:34.220Z,37.5533333,-118.832,9.01,3.07,ml,40,70,0.0367,0.03,nc,nc72703871,2016-10-01T00:02:06.518Z,"16km SE of Mammoth Lakes, California",earthquake,0.23,0.46,0.144,12,reviewed,nc,nc
2016-09-28T12:50:34.170Z,20.9656,144.5539,44.61,5,mb,,112,5.813,0.74,us,us10006tit,2016-09-28T13:09:58.040Z,"59km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.9,7.8,0.041,188,reviewed,us,us
2016-09-28T11:18:18.160Z,32.0978333,-115.0768333,27.36,3.23,ml,13,258,0.2045,0.22,ci,ci37703976,2016-09-28T13:30:50.016Z,"13km SSW of Estacion Coahuila, B.C., MX",earthquake,1.25,0.5,0.176,81,reviewed,ci,ci
2016-09-28T11:02:56.600Z,19.4664,-65.4243,88,3,Md,4,309.6,1.15972503,0.25,pr,pr16272008,2016-09-28T12:14:58.892Z,"123km NNE of Vieques, Puerto Rico",earthquake,7.1,12.3,0,3,reviewed,pr,pr
2016-09-28T09:41:17.800Z,-6.8804,-12.6309,10,4.9,mb,,60,2.008,1.38,us,us10006thz,2016-09-28T10:08:43.040Z,"228km ENE of Georgetown, Saint Helena",earthquake,8.3,1.9,0.069,82,reviewed,us,us
2016-09-28T09:38:12.310Z,24.4737,122.7606,91.58,4.8,mb,,59,0.228,0.67,us,us10006thy,2016-09-28T22:30:59.420Z,"24km W of Yonakuni, Japan",earthquake,6.5,3.5,0.077,52,reviewed,us,us
2016-09-28T09:10:08.770Z,37.9192,29.2049,10,4.2,mb,,38,0.765,0.56,us,us10006thu,2016-09-29T19:26:25.274Z,"7km E of Pamukkale, Turkey",earthquake,5.2,2,0.2,7,reviewed,us,us
2016-09-28T07:24:23.850Z,33.3061667,-115.7023333,3.86,2.6,ml,55,74,0.05307,0.2,ci,ci37703880,2016-09-28T15:03:35.867Z,"6km SSE of Bombay Beach, CA",earthquake,0.27,0.67,0.171,96,reviewed,ci,ci
2016-09-28T07:17:32.280Z,36.7573,21.9434,10,5,mb,,66,0.42,1.41,us,us10006th7,2016-10-03T10:14:10.030Z,"4km S of Koroni, Greece",earthquake,4.3,1.9,0.082,47,reviewed,us,us
2016-09-28T07:04:42.000Z,18.7451,-66.6539,8,2.5,Md,11,262.8,0.29105415,0.36,pr,pr16272006,2016-09-28T11:47:20.891Z,"30km NNE of Arecibo, Puerto Rico",earthquake,1.4,1.6,0,9,reviewed,pr,pr
2016-09-28T05:23:49.000Z,52.0627,177.2083,128.1,2.8,ml,,,,0.69,ak,ak14077442,2016-10-03T20:39:12.172Z,"27km W of Kiska Volcano, Alaska",earthquake,2.3,0.7,,,reviewed,ak,ak
2016-09-28T05:20:45.150Z,40.3361667,-124.7535,18.48,2.74,md,28,241,0.3469,0.13,nc,nc72703781,2016-09-28T22:32:01.718Z,"49km WSW of Ferndale, California",earthquake,1.01,0.87,0.189,31,reviewed,nc,nc
2016-09-28T04:42:07.800Z,18.2707,-67.1958,29,2.5,Md,5,144,0.14013718,0.18,pr,pr16272005,2016-09-28T07:56:58.158Z,"2km SSW of La Playa, Puerto Rico",earthquake,0.9,1.7,0,5,reviewed,pr,pr
2016-09-28T02:55:09.970Z,-9.7973,111.7075,36.4,4.2,mb,,170,2.208,1.1,us,us20007deu,2016-10-17T04:31:20.040Z,"168km S of Ngulung Wetan, Indonesia",earthquake,10.5,7.7,0.167,10,reviewed,us,us
2016-09-28T02:42:29.820Z,-10.8262,161.5184,10.85,4.4,mb,,199,2.072,1.04,us,us20007des,2016-10-17T02:25:40.040Z,"60km SW of Kirakira, Solomon Islands",earthquake,15.2,11.3,0.17,10,reviewed,us,us
2016-09-28T02:33:50.330Z,33.2973333,-115.7166667,6.9,3.27,ml,103,34,0.05686,0.25,ci,ci37703656,2016-10-12T22:48:04.040Z,"6km SSE of Bombay Beach, CA",earthquake,0.17,0.49,0.119,267,reviewed,ci,ci
2016-09-28T02:08:45.000Z,58.0909,-154.644,87.9,2.8,ml,,,,0.61,ak,ak14075706,2016-10-13T23:12:02.040Z,"72km NNW of Larsen Bay, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-09-28T01:50:56.200Z,18.2555,-66.411,28,2.8,Md,18,104.4,0.23985018,0.25,pr,pr16272000,2016-10-13T22:44:52.040Z,"7km S of Morovis, Puerto Rico",earthquake,0.7,1.3,0,11,reviewed,pr,pr
2016-09-28T01:27:25.700Z,33.3081667,-115.7053333,4.31,2.69,ml,51,74,0.05012,0.18,ci,ci37703592,2016-09-28T14:57:22.780Z,"5km SSE of Bombay Beach, CA",earthquake,0.22,0.6,0.18,93,reviewed,ci,ci
2016-09-28T01:21:16.500Z,36.2781,-98.406,6.106,2.7,ml,,82,,0.46,us,us10006tet,2016-10-13T03:47:47.040Z,"6km E of Fairview, Oklahoma",earthquake,0.9,4.9,,,reviewed,tul,tul
2016-09-28T01:14:01.400Z,33.299,-115.7123333,5.51,2.57,ml,45,69,0.05627,0.2,ci,ci37703560,2016-09-28T14:39:59.029Z,"6km SSE of Bombay Beach, CA",earthquake,0.19,0.51,0.092,11,reviewed,ci,ci
2016-09-28T01:13:03.710Z,33.2988333,-115.7053333,6.85,3.49,mw,102,35,0.05851,0.24,ci,ci37703552,2016-10-13T02:33:21.040Z,"6km SSE of Bombay Beach, CA",earthquake,0.16,0.46,,4,reviewed,ci,ci
2016-09-28T01:11:24.270Z,33.2981667,-115.714,5.28,2.93,ml,61,68,0.05665,0.19,ci,ci37703544,2016-09-28T14:03:39.170Z,"6km SSE of Bombay Beach, CA",earthquake,0.22,0.56,0.135,110,reviewed,ci,ci
2016-09-28T01:05:51.190Z,33.2986667,-115.7118333,7.03,3.64,mw,104,35,0.05672,0.24,ci,ci37703504,2016-10-12T22:46:05.867Z,"6km SSE of Bombay Beach, CA",earthquake,0.19,0.53,,4,reviewed,ci,ci
2016-09-28T00:55:17.030Z,-55.0194,-31.8656,10,4.5,mb,,73,2.785,1.11,us,us20007dgy,2016-10-13T02:29:53.040Z,South Georgia Island region,earthquake,10,1.9,0.131,17,reviewed,us,us
